content,playCount,name
脑残的不愿意看别看，人家辛苦拍出来的，尊重一下别人行吗。场面多壮观呀,45588000,特别有种：特警使命
编剧是脑残吗？有劫匪还有拍照的，劫匪出来打枪后，又进去又回来继续拍照，不怕死啊。劫匪还不戴面具，sb一个。连谈判都不谈直接杀进去，符合逻辑吗？特种部队队长，不戴面具。耍酷啊。编剧是弱智儿童。骗谁呢，骗鬼啊。,45588000,特别有种：特警使命
让更多人用更全面、更深入的视角看待中国特警，铭记人民卫士不朽的功绩和贡献，让英雄长歌流淌在人民心中。,45588000,特别有种：特警使命
"6毛钱特技😂😂😂
顶我上去谢谢
顶
顶",45588000,特别有种：特警使命
真正的特种兵敢留这么长的头发？逗我？,45588000,特别有种：特警使命
剧组没钱买头盔是吗？最基本的脑袋都不保护还打什么仗。预告就感觉感觉不对劲。,45588000,特别有种：特警使命
导演组特么省钱！哈哈哈！没头盔去打架！cf里可以！不花钱买头盔,45588000,特别有种：特警使命
没有看完的喷子 请不要拿你们那些智商来评价电影，谢谢。 拍摄很辛苦的，拍摄期间请了真的特警和拆弹专家，请珍惜各个行业和每一位工作者的劳动成果。 拍电影费时费力又转场宝鸡和阿拉善，期间又是下雨，又是大风沙尘天气，毅然决然的为了电影都坚持下来了，剧组兄弟都是好样的。,45588000,特别有种：特警使命
拍这种片最辛苦了，演员会很消耗体力的，为你们点赞,45588000,特别有种：特警使命
说这电影好看的我不知道你们是不是没看过电视呢？先不说面对面打枪法那么差的吗？平常特警都在训练什么？连个狙击手都没有这是看不起狙击手吗？匪徒黑血这智商！能做这么大案子的匪首这么单纯！特警是没资金买头盔吗？最后那个还这着鹰击-62？这特么是反舰导弹有这么小吗？这是它孙子？？再说说这是黑市买的！导演你跟我在黑市买个中国海军制式反舰导弹看看？唉看着这些个水军说什么这是好片子？真为你们的智商捉急了……,45588000,特别有种：特警使命
只能说这个导演没有任何水平，连普通人都不如，这种导演早晚玩完,45588000,特别有种：特警使命
爆炸真场面特警真枪实弹不懂哪来那么多喷子,45588000,特别有种：特警使命
大家应该尊重一下别人的劳动成果，都是很用心拍的,45588000,特别有种：特警使命
特警队都有头盔咋不带啊，脑袋结实吗，枪打不透，哈哈！,45588000,特别有种：特警使命
想想中国人人有枪那是多么可怕，这是不好管理,45588000,特别有种：特警使命
很想看看是什么片子，但真是看不下去，不是演员的问题，也不是钱的问题，是他妈导演和编剧的问题！,45588000,特别有种：特警使命
跟其他的网剧比起来，这个电影不错哦,45588000,特别有种：特警使命
我身边的人都在看呢？因为爱国所以爱上特警使命,45588000,特别有种：特警使命
其实我觉得挺好看啊，真枪实弹，场景也挺真实的,45588000,特别有种：特警使命
中国特警是最最棒的！是祖国是人民的骄傲！谢谢他们保卫我们的和平,45588000,特别有种：特警使命
挺好看的啊，弘扬正能量，比那些偶像剧强一千倍,45588000,特别有种：特警使命
看电影不就图个开心，看你的就是了,45588000,特别有种：特警使命
还在感动中，特警同志不怕危险的精神太感人了,45588000,特别有种：特警使命
为我们的特警战士骄傲，你们辛苦了,45588000,特别有种：特警使命
打斗场面挺炫酷的！主要为特警同志感动,45588000,特别有种：特警使命
虽然是小制作也是大场面了，挺好看的,45588000,特别有种：特警使命
看看什么内容,45588000,特别有种：特警使命
我差点看成国际恐怖组织SKT……,45588000,特别有种：特警使命
特警们都是勇而无畏的，真了不起,45588000,特别有种：特警使命
电影镜头切换的更随意了,45588000,特别有种：特警使命
坑爹,45588000,特别有种：特警使命
